Unnamed: 0,X_meters,Y_meters,Longitude,Latitude,Depth,Surf_DH,Surf_DH_err,Datetime,ug,vg,hFW,hFW_err,D_Siso,D_Siso_err
1331,2204258.5604359005,4404258.5604359,-135.33272017783537,75.97460501339141,3.482372314453125,0.6586319928020341,0.0499596681986654,2012-01-01,-0.0545355604269287,0.0117523540753394,19.660534280048196,,214.41785256168987,
1332,2254258.5604359005,4404258.5604359,-136.67244651388287,76.2892742122933,3.62222900390625,0.6436804242290355,0.051160284263909,2012-01-01,-0.0543643737123803,-0.0152559225864102,19.675501712241154,,218.86218247376672,
1333,2304258.5604359005,4404258.5604359,-138.0739855313599,76.59596041039102,3.684486083984375,0.6366409833599911,0.0443071497373621,2012-01-01,-0.0431333223231552,-0.006144364928561,20.1727456826886,,215.7449356155824,
1334,2354258.5604359005,4404258.5604359,-139.53991857657556,76.89412310913444,3.726489013671875,0.6348121596828261,0.0496069505245025,2012-01-01,-0.0579327902718257,-0.0012543311417024,19.644986127178417,,216.85364652485632,
1335,2404258.5604359005,4404258.5604359,-141.0727318577927,77.18318679086397,3.762155029296875,0.6348283879528781,0.0513535835471776,2012-01-01,-0.0456364772887661,0.0030075745841085,19.795786087113136,,216.6869694184714,
1336,2454258.5604359005,4404258.5604359,-142.67476013214878,77.46254081248325,3.7867626953125,0.639163312082453,0.039328348816169,2012-01-01,-0.0538108645218658,0.0032779195124033,19.67863134347426,,215.27674687110328,
1337,2504258.5604359005,4404258.5604359,-144.34812037403643,77.73153996185091,3.772017822265625,0.6395758081871781,0.0339706477728871,2012-01-01,-0.061336137629458,-0.0017784234805482,19.518536675003546,,223.50680105395764,
1338,2554258.5604359005,4404258.5604359,-146.09463512575095,77.98950584088907,3.809869873046875,0.6365849823698102,0.0651624860690932,2012-01-01,-0.0642466413163377,-0.0041022704097646,19.933484551845027,,218.30834191738893,
1339,2604258.5604359005,4404258.5604359,-147.91574574599045,78.23572925234545,3.835185302734375,0.6336226983450604,0.0418952051193214,2012-01-01,-0.0614510670369921,0.0048637338733154,19.64964641052834,,220.7762918943444,
1340,2654258.5604359005,4404258.5604359,-149.81241648224048,78.46947377249661,3.825652587890625,0.6436494314836987,0.0402777523697611,2012-01-01,-0.0665511649475628,0.0022220803433216,19.595962687524743,,217.770435966305,
